INSTRUCTION,RESPONSE,SOURCE,dataset,nll,ppl
"Can you give me some step-by-step instructions for this math problem: Hash has nine more than half as many toys as Bill has. If Bill has 60 toys, how many total toys do the boys have?","First we need to know what half of Bills toys are, 60 toys / 2 = 30 toys.
Hash has 9 toys + 30 toys = 39 toys.
Together the boys have 60 toys + 39 toys = 99 toys.",grade-school-math,train,1.0361328125,2.8182971
"A packet of candy sweets has 30 cherry-flavored sweets, 40 strawberry-flavored sweets, and 50 pineapple-flavored sweets. Aaron eats half of each of the flavored sweets and gives 5 cherry-flavored sweets to his friend. How many sweets are still in the packet of candy?
Give me a clear explanation. ","Aaron eats 1/2*30 sweets + 1/2*40 sweets + 1/2*50 sweets = 60 candy sweets.
The packet of candy sweets still has 60 sweets - 5 sweets = 55 candy sweets.",grade-school-math,train,0.734375,2.084179
Find a solution for this math problem: Asia bought a homecoming dress on sale for $140. It was originally priced at $350. What percentage off did she get at the sale?,"Asia saved $350 - $140 = $210 on the dress.
That means she saved $210 / $350 = 0.60 or 60% off on the dress.",grade-school-math,train,1.1396484375,3.1256692
Solve the following math problem: Dustin and Sam are both reading. Dustin can read 75 pages in an hour. Sam can read 24 pages in an hour. How many more pages does Dustin read in 40 minutes compared to Sam?,"Dustin reads 1.25 pages a minute because 75 / 60 = 1.25
Dustin reads 50 pages in 40 minutes because 40 x 1.25 = 50
Sam reads .4 pages a minute because 24 / 60 = .4
Sam reads 16 pages in 40 minutes because 40 x .4 = 16
Dustin reads 34 more pages than Sam because 50 - 16 = 34",grade-school-math,train,0.59423828125,1.8116504
"I need help with this problem:
Matt orders 15 pounds of beef.  He cuts that into 12-ounce steaks.  How many steaks does he get?","He buys 15*16=240 ounces of steak
That means he buys 240/12=20 steaks",grade-school-math,train,1.0517578125,2.8626788
"I need help with this problem:
If there are four times as many red crayons as blue crayons in a box, and there are 3 blue crayons.  How many crayons total are in the box?","Red crayons: 4(3)=12
Total crayons: 12+3=15 crayons",grade-school-math,train,0.56298828125,1.7559118
"It took Alice three months to save up to buy new shoes. If she saved 10 dollars the first month and 30 more each month, how much did she have saved by the end of the third month?
Give me a solution to this problem","The first month she saved 10 dollars
By the second month, she had 10+30=40 dollars saved
By the third month, she had 40+30=70 dollars saved",grade-school-math,train,0.62353515625,1.8655113
"Can you provide an in-depth solution for: Marta is arranging floral centerpieces for a reception party.  Each arrangement needs to have 8 roses,12 daisies, 3 snapdragons and twice as many lilies.  The reception will have 10 tables.  How many flowers will she need in total to fill this order?Hey there, could you help me solve this math problem: Marta is arranging floral centerpieces for a reception party.  Each arrangement needs to have 8 roses,12 daisies, 3 snapdragons and twice as many lilies.  The reception will have 10 tables.  How many flowers will she need in total to fill this order?","She needs twice as many lilies as the 3 snapdragons in the arrangement so she needs 2*3 = 6 lilies
She needs 8 roses, 12 daisies, 3 snapdragons and 6 lilies for a total of 8+12+3+6 = 29 flowers per arrangement
She needs 29 flowers per each of the 10 tables for a total of 29*10 = 290 flowers",grade-school-math,train,0.81689453125,2.26346
"A married couple opened a savings account. The wife committed to saving $100 every week while the husband committed to saving $225 every month. After 4 months of savings, they decided to invest half of their money in buying stocks. Each share of stocks costs $50. How many shares of stocks can they buy?","The wife saves $100/week x 4 weeks/month = $400 a month.
Together, the wife and husband save $400/month + $225/month = $625/month.
In 4 months, their total savings is $625/month x 4 months = $2500.
They are going to invest $2500 / 2 = $1250.
So, they can buy $1250 / $50/share = 25 shares of stocks.",grade-school-math,train,0.6884765625,1.9906806
"Last night, Olive charged her phone for 10 hours. Assuming each hour of charge lasts the phone 2 hours of use, calculate the total time Olive would be able to use her phone before it goes off if she charges it for 3/5 of the time she charged the phone last night.
Work out the solution step by step. ","If Olive charges her phone for 3/5 of the time she charged the phone last night, the phone would be charged for 3/5*10=6 hours.
Assuming each hour of charge lasts the phone 2 hours of use, the phone will last for 6*2=12 hours before it goes off when Olive uses it on a six hours charge.",grade-school-math,train,0.90087890625,2.4617658
"Jason waits on a customer whose check comes to $15.00. Jason's state applies a 20% tax to restaurant sales. If the customer gives Jason a $20 bill and tells him to keep the change, how much is Jason's tip?","First calculate how much the tax is by multiplying $15.00 by 20%: $15.00 * .2 = $3.00
Then subtract the cost of the meal and the tax from $20 to find Jason's tip: $20 - $15.00 - $3.00 = $2.00",grade-school-math,train,0.73974609375,2.0954034
"I would love to understand how to solve this problem: The total age of the people in Kaydence's family is 200. If Kaydence's father is 60 years old, Kaydence's mother 2 years younger than Kaydence's father, Kaydence's brother 1/2 the age of Kaydence's father, and Kaydence's sister 40 years old, how old is Kaydence?
Can you explain?","If Kaydence's father is 60 years old, her mother is 60-2 = 58 years old.
The total age of the mother and father is 60+58 = 118 years
Kaydence's brother is half the father's age, which is 1/2*60 =30 years.
The total age of Kaydence's father, mother, and brother is 30+118= 148 years.
If you add Kaydence's sister's age to the total age of the father, mother, and brother, you get 148+40 = 188 years.
If everyone's age in the family is 200, then Kaydence's age is 200-188 = 12 years old.",grade-school-math,train,0.82373046875,2.2789857
"Can you explain how to solve this math problem: Mr. Desmond bought three times as many toys for his younger son as he bought for his elder son. If the elder son received 60 toys, how many toys did Mr Desmond buy?","The younger son received three times as many toys as the elder son, which is 3*60 = 180 toys
Since he bought the toys together, he purchased 180+60 = 240 toys.",grade-school-math,train,0.98681640625,2.6826804
"To support the school outreach program, Einstein wants to raise $500 by selling snacks. One box of pizza sells for $12, a pack of potato fries sells for $0.30, and a can of soda at $2. Einstein sold 15 boxes of pizzas, 40 packs of potato fries, and 25 cans of soda. How much more money does Einstein need to raise to reach his goal?
Work out the solution step by step. ","Einstein collected 15 x $12 = $180 for selling pizzas.
He collected 40 x $0.30 = $12 for the 40 packs of potato fries.
He collected 25 x $2 = $50 for the 25 cans of soda.
Thus, the total amount section Einstein collected was $180 + $12 +$50 = $242.
Therefore, Einstein needs $500 - $242 = $258 more to reach the goal.",grade-school-math,train,0.7998046875,2.2251062
"Cristobal read 15 more than three times the pages that Beatrix read. If Beatrix read 704 pages, how many more pages did Cristobal read?
Work out the solution step by step. ","Cristobal read: 15 + 3 * 704 = 2127 pages
2127 - 704 = 1423 pages
Cristobal read 1423 more pages than Beatrix.",grade-school-math,train,0.79443359375,2.213187
"Can you provide an in-depth solution for: Jaylen’s dog eats 1 cup of dog food in the morning and 1 cup of dog food in the evening.  If she buys a bag that has 32 cups of dog food, how many days can she feed her dog with it?Hey there, could you help me solve this math problem: Jaylen’s dog eats 1 cup of dog food in the morning and 1 cup of dog food in the evening.  If she buys a bag that has 32 cups of dog food, how many days can she feed her dog with it?","Every day, Jaylen’s dog eats 1 x 2 = 2 cups of dog food.
The bag will feed her dog for 32 / 2 = 16 days.",grade-school-math,train,0.80126953125,2.228368
Find the answer to the math problem: Daliah picked up 17.5 pounds of garbage. Dewei picked up 2 pounds less than Daliah. Zane picked up 4 times as many pounds of garbage as Dewei. How many pounds of garbage did Zane pick up?,"Daliah = 17.5 pounds
Dewei + 17.5 - 2 = 15.5 pounds
Zane = 4 * 15.5 = 62 pounds
Zane picked up 62 pounds of garbage.",grade-school-math,train,0.489990234375,1.6323003
"Two days ago, the temperature in the morning went up 1.5 degrees every 2 hours. If the temperature was 50 degrees at 3 A.M., what was the temperature at 11 A.M.?","At 5 A.M., the temperature was 50 degrees + 1.5 degrees = 51.5 degrees.
At 7 A.M., the temperature was 51.5 degrees + 1.5 degrees = 53 degrees.
At 9 A.M., the temperature was 53 degrees + 1.5 degrees = 54.5 degrees.
At 11 A.M., the temperature was 54.5 degrees + 1.5 degrees = 56 degrees.",grade-school-math,train,0.35986328125,1.4331335
"I'm completely lost with this math problem: John climbs 3 staircases.  The first staircase has 20 steps.  The next has twice as many steps as the first.  The final staircase has 10 fewer steps than the second one.  Each step is 0.5 feet.  How many feet did he climb?
Can you give me a hand?","The second flight had 20*2=40 steps
The third had 40-10=30 steps
So in total, he climbed 20+40+30=90 steps
So he climbed 90*.5=45 feet",grade-school-math,train,0.62890625,1.875558
"Janet has 24 dresses.  Half of them have pockets.  Of those, a third have 2 pockets and the rest have 3 pockets.  How many total pockets do her dresses have?
Solve it. ","She has 24/2=12 dresses with pockets
Of those 12/3=4 have 2 pockets
So 12-4=8 have three pockets
So the dresses with 2 pockets have 2*4=8 pockets
The other dresses contribute 8*3=24 pockets
So she has a total of 8+24=32 pockets",grade-school-math,train,0.91650390625,2.500533
